URL,Title,Address,Description 
https://newyork.craigslist.org/lgi/egr/d/hicksville-kitchen-designer-wanted/6770062399.html,Kitchen Designer Wanted!,,"
        
Experienced kitchen designer wanted for busy design and construction showroom.

Design and sales experience necessary.

Must be experienced with 20-20 design software.

Reliable, punctual and detail oriented a must. 

Location: 89 Jerusalem Ave, Hicksville, NY 11801

Please forward your resume via email to  decormypalace@gmail.com and contact Gavriel @ (516)717-7782 for consideration. 

Thank You.    "
https://newyork.craigslist.org/lgi/egr/d/hicksville-mechanical-engineer/6770121402.html,Mechanical Engineer,Hicksville,"
        
Mechanical Engineer sought by Samson technologies Corp. in Hicksville, New York. Design new audio products with computer-aided design (CAD) software; Develop products for audio consumers and professionals; Select materials and check the BOMs (Bill of Materials) to meet the industry requirement; Provide product sample check report, final product mechanical design review and tooling confirmation for mass production; Maintain the communication with vendors to optimize design for cost, manufacturability and product development cycle. 
 
Education and Skill Requirements: 
•	Master Degree in Mechanical Engineering or a related field; 
•	Familiar with computer-aided design (CAD) software and plastic injection molding, sheet metal design and thermal analysis. 
 
Send CV to Samson Technologies Corp. at 278-B Duffy Ave. Hicksville, NY 11801. 

    "
https://newyork.craigslist.org/mnh/egr/d/new-york-city-restaurant-interior-design/6770154420.html,Restaurant Interior Design,New York,"
        

Ultimate Restaurant Group is a company that specializes im food service industry Build Outs  for: Deli/ Grocery Stores, Pizzerias ,Franchise Concepts and Supermarkets.

We offer our clients All - inclusive services:

*location sourcing 
*Floor plan design 
*Construction 
*Equipment All license and permits 

We are developing a newspaper of locations that would be excellent for certain uses offering the build out packages. This newspaper will be delivered to food services industry store owners citywide.

We are looking for someone to create 3d models of specific concepts to featured in the newspaper, each package they are sold you will earn $600 to $ 1500 for depending on the square footage of location. You must create renderings of the outside and the interior, once a package is sold you will receive your commision that very same day, this is a contractual position so you will be protected.Turn around time is normally 2 to 3 weeks after renderings are completed, you will be provided with 5 to 10 locations a week, must know how to look a blueprint and design the layout.

If you've got a keen eye for design and want to work in a fun, energetic, fast paced, and highly rewarding environment, then we want to hear from you. We are looking for an Interior Design pro to focus on high end residential design and remodeling projects, and occasional commercial projects. Your skills will be used in all project phases from initial development to completion. You will assist in the design and documentation of interior and exterior spaces.

Please View Our E News Paper
 


Responsibilities include:

Creating renderings to visually show design concepts as well as specific details before and during construction
Research and source materials
Develop solutions to design and technical challenges within large projects
Generate professional and detailed drawings, floor plans, elevations and RCP's in AutoCAD and/or sketch form as necessary for project needs
Redline and review architect's drawings submitted for project review
Meet with team members and owner to refine plans and drawings to reflect changes and refinements of the design intent
Keep current, accurate and organized drawings and documents on server and in project profile binders
Research and source materials and FF&E
Prepare materials for owner presentations
Participate in, record and distribute minutes of onsite meetings with owner and contractors
Develop and distribute detailed bid packets

JOB REQUIREMENTS:

*Bachelor's degree in architecture, construction management or interior design
Proficient in AutoCAD, SketchUp, and MS Office
Must demonstrate expert knowledge in architectural CAD, drafting and design development.
Excellent communicator and collaborative team player
Willing to travel on a limited basis

* Must be Familiar with Restaurant interior furniture and fixtures   


    "
https://newyork.craigslist.org/wch/egr/d/inside-sales-engineering-role-salary/6770384902.html,Inside Sales Engineering Role (Salary/Full-Time),Lower Westchester,"
        
We seek an engineer with 5 years of experience in industrial applications.  You will need direct experience with process industry mechanical equipment.  (This might include pumps, compressors, mixers, ovens, etc.)

We are a growing manufacturer located in lower Westchester County, NY, selling an established product globally to industrial and OEM customers.  We are the leader in our market, ISO 9000 certified for quality, and a great place to work.  This is a key division of a $35 million sales company.

We have new problem solving challenges every day - you will have a chance to solve interesting problems every day.

As a part of our technical sales team, your role will be to understand our customer's equipment and reliability issues and help us find a solution.  We will train you in our products and also send you to learn at seminars and courses.  

You will have substantial customer contact, therefore, excellent written and verbal communication skills are a must.  

Some travel to customers, usually with our outside sales people, is expected, but you will primarily work from our office. 

This is a salaried position with a stable, successful 50+ year company. We offer a full range of benefits including an individual and company-wide bonus.		

Broad industrial experience (5 years+), excellent communication skills and an engineering degree are required.    "
https://newyork.craigslist.org/mnh/egr/d/new-york-city-dob-filing-rep-expediter/6771076782.html,DOB Filing Rep / Expediter Part Time,Chelsea,"
        
I am an architect looking for a filing rep / expediter to work part time. Must have an expediters license for NYC DOB both class 1 or class 2 are OK. Please be dependable, responsible, and punctual. Please send hourly rates and contact information. This is paid hourly.    "
https://newyork.craigslist.org/mnh/egr/d/new-york-city-architectural-interior/6771230111.html,Architectural & Interior Design Internship,,"
        
Architectural / Interior Design Internship

Description:
Design internship for architectural and interior design firm in the Flatiron District. Intern will be working mostly with project designers on modern, high end residential projects.  Responsibilities will be focused on redlines of bid and construction drawings, product research, vendor correspondences. 

Requirements:
It is important and required you are fluent in ACAD as well as programs such as Microsoft Office.  Photoshop, Illustrator, 3-D programs are a plus. You must also be very fluent and well versed in the English language.  Intern must be a team player with a keen eye on detail and execution.  

To apply:
Please forward your detail, resume and link to your portfolio or maximum of 3 MB of sample work.

About the company:
We are a multi-tiered company specializing in architecture, interior design, and home furnishings. The scope of our company includes a modern, high-end architecture and interior design firm, home décor showrooms (2 locations), and a furniture and product design firm.
    "
https://newyork.craigslist.org/mnh/egr/d/staten-island-testing-and-balancing-tab/6770543051.html,Testing and Balancing (TAB) Technician,Battery Park,"
        
Edison Energy is an independent professional energy engineering consulting and project development company specializing in energy audits, retro-commissioning, design development and implementation of energy conservation projects.  This includes traditional HVAC mechanical projects and renewable energy technologies such as solar and wind.  

We are seeking a qualified Testing and Balancing Technician to support the growing demand for our Testing, Adjusting and Balancing (TAB) Services, Commissioning and Field Engineering Services.  On the job training will be provided.  The ideal candidate will be tasked with the following:

- Testing and balancing of air and hydronic systems
- Performance testing of utility equipment: air handlers, chillers, pumps, boilers, cooling towers
- Troubleshoot faulty systems and provide recommendations for corrective actions
- Tabulate field data into summary report format
- Strong communication skills
- Must be computer literate with word processing/ spreadsheet software
- Must be physically able and willing to conduct site inspections and field work (climb ladders, walk on roofs, etc.)

Individuals with experience in any of the following are ideal candidates for the position:

- Previous experience / schooling in HVAC balancing (TAB) or equipment maintenance
- HVAC trade school participation
- Well rounded experience in HVAC, TAB, DDC controls and field troubleshooting. 
- NEBB or AABC certification a plus (not required)
- Field experience with utility systems - boiler, chillers, cooling towers and pumps - or have equivalent knowledge gained through actual utility system operation at pharmaceutical, institutional, medical, education or housing facilities
- Knowledge of air and water distribution systems, ductwork and piping is desirable

Edison offers a competitive salary and attractive benefits that include medical/ dental insurance, mileage reimbursement, flexible spending account, paid holidays and vacation.    "
https://newyork.craigslist.org/mnh/egr/d/new-york-city-architectural-project/6770902962.html,Architectural Project Manager,Midtown West,"
        
SBLM New York office looks for a highly motivated Senior Project Manager who is a team player with excellent REVIT, AutoCAD/Graphic and communication skills. Ideal candidate will be a well-organized, detail-oriented individual who is accustomed to working on and leading a team and production of multiple projects. 

Responsibilities include, but not limited to: 
Oversee Job Captains & CAD operators as required
Coordinating and developing construction documents
Ability to take on technically challenging issues 
Perform code and zoning analyses
Review and redline drawings
Produce deliverables without requiring constant supervision
Coordinate meetings with consultants and clients
Organize and lead site visits and surveys
Conduct material research and meet with vendor as necessary, to understand
materials and products
Taking initiative to complete work

Requirements:
A Bachelor's Degree in Architecture
Have 5+ years professional experience in an Architect's office
Have applicable knowledge of REVIT, AutoCAD and other applicable industry software
Have an understanding of codes and zoning
Capable of detailing building components and construction processes
Be a team leader

Compensation and Benefits:
•	We offer a competitive salary and benefits package commensurate with experience, and a creative, innovative work environment. 
•	Our benefits include Medical/Dental/Vision, 401K Plan, Personal Time Off, Paid Holidays, Long term Disability, Flexible Spending Plan, 
•	Company Culture: learning and growth opportunities, rewarding projects, free educational ongoing learning

Interested candidates should forward their cover letter and resume 
Please include Project Manager in the subject. No phone calls, please.
    "
https://newyork.craigslist.org/brk/egr/d/brooklyn-hiring-architectural-designer/6770993739.html,"Hiring Architectural Designer, Sculptors, Clay Modelers",Brooklyn,"
        
Immediate employment opportunities within Industry City,  Sunset Park -Brooklyn. For consideration, please follow the application prompts. 


ARCHITECTURAL DESIGNER REVIT

If you feel this is the perfect fit for what you are looking for, please email 3 items below to: industrycityjobs@gmail.com  

1. Resume in PDF format
2. Relevant construction document samples in PDF format 
3. Compensation requirements.

The successful candidate will be responsible to carry out projects from beginning to end; coordinate with consultants and client for changes and prepare zoning/ building code analysis and construction documents, with occasional site visits, supervisions and survey to assemble as-built drawings. Most of our work is doing new buildings from the ground up but also some small interior renovations.

Qualifications:

*Minimum three years of full-time work experience doing NYC zoning and building code analysis.
Proficiency in REVIT required
Knowledge of NYC building codes and construction standards required
Knowledge of NYC zoning code a must Bachelor's Degree in Architecture Initiative, positive attitude and team player
Must be a resident of the greater NYC area Must be Authorized to work in the United States

What do we offer:

-You will have exposure to a variety of projects: high-end residential, commercial, offices, etc. and will be involved in all parts of the process from beginning to end.
-Occasionally site visits and hands-on every step of the projects
-Competitive salary based on experience.
-AXP hours
-Monthly Metrocard
**Friendly work environment!


SENIOR LEVEL FIGURE SCULPTOR / CLAY MODELER

If you feel this is the perfect fit for what you are looking for, please email resume to industrycityjobs@gmail.com  

As a senior level sculptor you will be part of a production team of highly trained & experienced sculptors, who will work on a variety of projects for public & private clients around the country. You will work closely with our head sculptor.

As much of the work is historical in nature photographs will be the main source of visual reference. We are looking for people who like a collegial working environment, where all work is collaborative. We are looking for several people who can expertly sculpt ""life- sized and larger works"" from the ground up - with demonstrable ability in developing a pose, with careful attention to anatomy, and an ability to sculpt drapery - most of our sculptures are dressed in period clothing (check out the website to see examples of work).

Requirements: 

Classical sculpting skills with experience in this area
All applicants must be able to handle a wide variety of materials but as we're really after clay modelers just now, clay should be your thing. Realism should be your thing - we're visual story tellers who just happen to do it in 3D. If you can sculpt beautiful portraits in a classical tradition we'd also like to know about your work.
Live in NYC/Brooklyn
Must show proof of eligibility to legally work in the United States 


Thank you, we look forward to receiving your  candidacy.
    "
https://newyork.craigslist.org/mnh/egr/d/new-york-city-project-architect/6770938515.html,Project Architect,NEW YORK,"
        
Small growing firm is seeking an Architect experienced with NYC projects, codes, zoning, DOB procedures as well as experience ability to produce filing and construction documents, supervision of drafting staff if necessary and contract administration services.

We're looking for an individual who is project oriented and motivated to being an architect and a team member.   

Primary office software includes: Autocad, MS Office, SketchUp, Adobe Suite, etc.)

Must be fluent in english and be able to communicate verbally and in written form with clients if necessary.  

Please submit the following

   Resume with contact information
   Professional status (licensed? exam status? goals?)
   Portfolio or samples of your work
   Availability to start work (immediate availability is possible)
   Availability for interview
   Legal work status
   Compensation goals / requirements

We look forward to reviewing your information and will contact you.  Please be prepared to provide us with references at your interview.
    "
https://newyork.craigslist.org/que/egr/d/estimator-construction-asap/6771257082.html,Estimator - Construction *ASAP*,Astoria,"
        
Demolition company seeking responsible & motivated estimator to join our team!

Duties Include:

Job Site Walk-throughs

Project Estimating- various trades - Concrete, Masonry & Demo. 

Maintaining Client relationships

Project Status Follow-up

Bid Submission/RFP's

Attend Job Site Meetings

Must be able to read blueprints. 

More information will be provided upon receipt of resumes.

Must have experience. Need to hire ASAP

Required experience: Estimating: 1 year minimum    "
https://newyork.craigslist.org/mnh/egr/d/draftsperson-detailer/6771249307.html,Draftsperson Detailer,Long Island City,"
        
Store/events Display props and wood cabinetry manufacturing company seeking motivated and responsible individual to fill the position of Draftsperson Detailer. Must be experienced with the process of producing client drawings and production drawings.


Must be experienced and proficient in 3D rendering.

Experience in creating CNC files required. 


Must also be skilled with drafting decorative patterns, intricate millwork
and heavily sculpted three dimensional elements for production. 



Candidate must be familiar with materials such as solid wood, plywood,
plastic, metal fabrication and veneer work. 


Must submit portfolio with application, no candidate without portfolio will be considered!



Hours are Monday through Friday 8:30 AM - 5:30 PM and must be available for overtime, working until 8:30 PM and weekends at times.
•	Principals only. Recruiters, please don't contact this job poster.
•	do NOT contact us with unsolicited services or offers



    "
https://newyork.craigslist.org/mnh/egr/d/walden-architect/6771265425.html,Architect,Walden,"
        
Put your imagination to work!
We're looking for a vibrant, talented architect looking to make a name for him/herself in the industry. This is a once in a life-time project located in the Walden, Colorado region. We are only interested in interviewing individuals willing to relocate to Walden, Colorado. In addition to an excellent pay/benefit package, we will also provide housing for the right individual. This is a full-time, on-site position.

This project involves a massive log structure. While the logs give a masculine-rugged feel, interior finishes for this project will be a unique representation of French Renaissance, Gothic, Old-World finishes. Like we said earlier...a once in a life-time opportunity.

The successful candidate will be energetic and have a strong team-oriented work ethic. If interested, please submit a letter of interest and resume along with at least three work references. We'd also like to see any samples of your work you deem worthy to share with our current team. Candidates must be familiar with most current architectural programs to include Autocad, Revit, and/or other various programs including 3D modeling. 
For clarification: we are not interested in solicitations from architectural firms.

Call to schedule an on-site visit and interview or send your resume', references, and any work samples to the following:
Steve Van Dewark, Project Coordinator
steve@foxranch.us
(970) 723-3323
P.O. Box 517
Walden CO 8048    "
https://newyork.craigslist.org/jsy/egr/d/pittsburgh-construction-manager/6771476077.html,Construction Manager,"Pittsburgh, Pennsylvania","
        
Planate Management Group is a Service-Disabled Veteran-Owned Small Business (SDVOSB), which provides program management and facilities engineering worldwide. Our primary capability areas include Project Management, Construction Management, A&E Design & Planning, and Technical & Consulting Services.

The Construction Manager is responsible for providing construction oversight and management to assure compliance with contractual requirements. He/ she represents Planate to the client, providing sound technical advice and information as required.  The Manager ensures coordination between construction activities and the facility occupants. 

The work assignment will be in Pittsburgh, Pennsylvania. 

Key responsibilities:

Provides leadership and mentorship in the completion of construction work and the documentation and inspection of construction quality
Monitors the means and methods of the construction contractor, providing oversight and direction to ensure compliance with contractual, safety and quality requirements
Reviews contractor submittals for compliance, provides approval and/ or guidance to the government
Perform field inspections to evaluate the work performed and materials used and verifies quality of workmanship,
Ensures compliance with the design, specifications, standards and applicable codes and regulations;
Identifies and tracks deficiencies and deviations from plans; works with construction team to mitigate and resolve
Reviews and implements construction safety and quality programs, ensure regulations on health, safety and the environment (HSE)
Review project plans and specifications for technical soundness and determine practicability from a construction management standpoint
Provides design input and oversight related to constructability and other engineering disciplines
Make visits to project sites to obtain information on facility/site conditions and develop recommendations during project development
Supports the development of procurement packages for design and construction
Perform other responsibilities associated with this position as may be appropriate.

Qualifications to be successful in the role:

Degree in Civil or any related field of study
Three (3) or more years of construction management work experience
Previous experience with the Department of Veterans Affairs or hospital/healthcare facility, desirable
Knowledgeable in construction scheduling methods and of building and construction crafts
Good English communication both written and oral
Proficient in using Microsoft Office suites
Should be US citizen.

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex or national origin.    "
https://newyork.craigslist.org/mnh/egr/d/architects/6771675184.html,Architects,Chelsea,"
        
Anthony Johnson Architect LLC is design-oriented firm with a portfolio of quality projects. We work in a collaborative and congenial atmosphere conducive to professional growth. Salaries are competitive and commensurate with each candidate's capabilities and experience.  

We seek motivated individuals with architectural degrees and 2 to 7 years experience to fill a variety of positions. Please visit our web site at www.ajohnsonarchitect.com
and send resumes to: anita@Ajohnsonarchitects.com
    "
https://newyork.craigslist.org/que/egr/d/astoria-mechanical-field-engineers/6772000861.html,Mechanical Field Engineers (Building Construction),Astoria,"
        
Tectonic is currently seeking qualified Mechanical Engineers with building construction experience to work on projects throughout the NYC metro area.

ESSENTIAL FUNCTIONS

•	Read and interpret blueprints, technical drawings, schematics, or computer-generated reports;
•	Construction inspection of building mechanical systems, including HVAC, boilers, chillers, cooling towers, pumping system, and other related systems;
•	Ensure that work is completed in accordance with plans and specifications, and identify and resolve any related issues;
•	Write regular construction project reports and keep all related documentation on file;
•	All other duties as assigned.

QUALIFICATIONS

•	BS Degree in Mechanical Engineering; ICC Mechanical Inspector Certification preferred; PE license a plus;
•	A minimum of 2 years of related mechanical engineering experience; Experience supervising building construction required;
•	Possess excellent oral and written communication skills and organizational skills;
•	Diversified knowledge of technology, materials, equipment, design concepts and construction techniques;
•	Ability to solve complex issues with limited direction;
•	Ability to travel between project sites throughout the NYC area. 

COMPETITIVE SALARY & BENEFITS PACKAGE

 In addition to providing competitive salaries, Tectonic offers a wide range of benefit options, including:

•	Comprehensive group medical insurance, including health, dental, vision and life
•	Opportunities for professional growth and advancement
•	Tuition reimbursement
•	Paid time off, including vacation, personal, and sick
•	Company-observed paid holidays
•	Short and long-term disability coverage
•	Flexible spending accounts for qualifying medical expenses and dependent care
•	Commuter benefit plan for qualifying public transportation costs
•	401K retirement and profit sharing plan.

We are an equal opportunity/affirmative action employer, and highly encourage resumes from all interested parties including women, minorities, veterans and persons with disabilities. All qualified applicants will be afforded equal employment opportunities without discrimination on the basis of race, creed, color, national origin, sex, age, disability, marital status, or any other protected class.

Tectonic participates in the USCIS E-Verify Program to verify that all new hires are authorized to work in the United States.

To review and apply, please visit: 

    "
https://newyork.craigslist.org/mnh/egr/d/new-york-city-project-supervisor-40-50k/6771635422.html,Project Supervisor -- $40-50k,TriBeCa,"
        
*** Candidates holding a 4-year degree in either Architecture or Engineering will be reviewed/considered for the position.***


We are a Building Code Consulting and Expediting firm in Manhattan and are currently seeking a full-time Project Supervisor to join our team of Project Managers. 

Project Supervisors are responsible for:
- Filing construction applications with DOB and LPC
- An understanding of the building code coupled with the processes of the Department of Buildings, Landmark Preservation Commission, and other city agencies 
- Review of filing drawings
- Prepare and assemble Alt 2 and Alt 3 applications for filing with various city agencies: DOB, LPC, DOT, etc.
- Process post-approval amendments
- Maintain client relations, answer questions and provide project status
- Maintain tracking for status of applications 
- Complete applications to gain approval
- Prepare and file reconsiderations
- Basic knowledge of construction means and methods and building codes

Qualifications:
- Must have a 4-year degree in either Architecture or Engineering
- Minimum of one (1) year of relevant experience in this industry
- Strong interpersonal, communicative, and writing skills
- Interested in networking and developing in New York's architecture scene

We're seeking someone with the desire and drive to become a long-term, indispensable member of our team. 

Compensation range is $40-50k, based on experience and education.

Hours are 8:00 AM to 5:00 PM, Monday through Friday. Our firm offers full medical and dental benefits, long-term disability, and paid vacation. Please submit your resume, cover letter, and salary requirements.
    "
https://newyork.craigslist.org/brk/egr/d/brooklyn-autocad-drafter/6771676156.html,AUTOCAD DRAFTER,BROOKLYN,"
        
Premier design and fabrication studio powered by creativity, technology and big ideas seeking full time autocad drafter.

Requirements:

Preparing drawings based on specifications and project estimate; recommending appropriate materials to be used; archiving completed projects
Identify technical problems, provide practical solutions and cost reduction ideas appropriate to the size and complexity of projects.
Knowledgeable in material composition and construction methods that are applicable to the fabrication industry including exhibit fabrication, trade show fabrication, architectural millwork, high-end cabinetry or interior build out.
Fluency in VectorWorks and/or AutoCAD.
Ability to value engineer, perform self-directed product research and propose different methods of construction methods while meeting design intent and budget/time restrictions.
* 3D Studio and Adobe Suite are a plus.

Autocad Drafter Required Professional Skills:

A two-year degree in engineering or a related field with a minimum of two years of technical drawing experience, preferably in a manufacturing environment.
Ability to organize multiple projects simultaneously
Critical thinking and problem-solving ability
Prioritizes and organizes own work to meet agreed upon deadlines
Must be able to communicate effectively both orally and in writing with team members and outside professionals while proactively communicating with the Project Manager to obtain needed information to continue progress on plans.
Possess good judgment and attention to detail
Flexible to work overtime and weekends as required.
Able to work in a fast-paced, ever-changing team-oriented environment.
Able to work in a seated office environment with extensive time on the computer and on the production floor as required with exposure to mild discomfort from factors such as dust, fumes, odors, loud noise, and varying temperatures.

Autocad Drafter Perks & Rewards for Full-Time Employees:

Benefits after 30 days
Five Paid Sick Days Per Year (after 60 days)
401k after 1000 hours worked & 1 year on payroll
Commuter Benefits    "
https://newyork.craigslist.org/que/egr/d/change-your-career-earn-up-to-100k/6772083976.html,CHANGE YOUR CAREER: EARN up to $100K+ CLOSING IN-HOME SALES,"Maspeth, NY","
        
Busy HVAC contracting company seeking self-organized, efficient and motivated individual to join our team of Sales Reps / Product Specialists. CHANGE YOUR CAREER: EARN up to $100K, or even more, CLOSING IN-HOME SALES

We are a growing company specializing in residential in-home sales of ductless high efficiency heating and cooling comfort systems. The ductless heating and cooling systems is a growing segment in HVAC industry, sales are on the rise. Learn about our company and these systems (product) at 

We offer:
- Compensated pre-employment training
- Commissions/Draw plus compensation for own car use, gas and own phone (company may provide a vehicle)
- Company computer, related equipment, EzPass
- Pre-qualified confirmed leads (no cold calling)
- Industry best product
- Stress-free friendly family-like environment
- Quarterly and annual performance bonus 
- No caps
- Growth opportunities into management positions

For more information and apply for position, please go to     "
https://newyork.craigslist.org/wch/egr/d/thornwood-apms-and-assistant-supers/6772206653.html,APMs and Assistant Supers looking for growth?,"Thornwood, NY","
        
Growing Construction Management Co Needs New Talent
We are a growing General Construction Management Company, currently based out of Thornwood, NY. Our ACV is growing from $10M/year to $40M/year. We have several projects on the horizon, we are rebuilding our Project Management Engineering and Support team and need to expand our operations. Positions start in January.

Check out our website www.AAJedsonCompanyLLC.com
Please do not contact us through the website to be considered for these positions. Please email us through Craigslist so your resume goes right to our Hiring Manager.

We are accepting applications from positive and confident, solution-driven candidates able to work within a team and independently with minimal supervision. The positions will require you to be prepared to function in many different roles within a fast-paced challenging environment. Time management skills, the ability to work under pressure, and able to adhere to strict project deadlines are required. Candidates will need to effectively and respectfully communicate in writing and verbally. Must be professional, punctual, and honest at all times.
I.	Project Managers/Assistant Project Managers and Superintendents of Construction/Assistant Superintendents
-	Minimum two years of experience within the construction industry.
-	Assisting with preparing and documenting RFIs, Submittals, Bids, Proposals, Take-offs, Estimates, Subcontracts, Purchase Orders, Additional Work Orders, and Change Orders.
-	Experienced with PO Logs, Commitments, CO/AWO Logs, and Reconciliation of Subcontractors.
-	Understand and manage the relationships between internal colleagues, the clients' representatives, architectural and engineering teams, the subcontractors, vendors, suppliers, inspectors, and more.
-	Experienced with Microsoft Office tools, databases, architectural drawings on PDF and CAD, ProCore Project Management software, Quickbooks, and internet-based research. 
-	Maintain construction schedules, budgeting of contracts and purchases, and resource allocation.
-	Understand CSI Master Format and how to utilize it in the estimating, construction accounting, contracting, purchasing, and scheduling processes.
-	Per project profit and loss analysis. 
-	Assist in synchronizing daily reports, logistics coordination, and establish project management procedures.
-	Assist in all matters of expediting, permitting, licensing, and insurances.
-	Needs to demonstrate resourcefulness in setting priorities, proposing new ways of creating efficiencies, and leading investment in people and systems.

We are committed to provide an equal employment opportunity for all associates and job applicants regardless of race, religion, color, sex, sexual orientation, gender, gender identity, age, national origin, ancestry, citizenship, medical condition, marital status, protected veteran or disability status or any factor prohibited by law, and as such affirms in policy and practice to support and promote the concept of equal employment opportunity and affirmative action, in accordance with all applicable laws (federal, state, local).
    "
https://newyork.craigslist.org/mnh/egr/d/new-york-city-architect-3-10-years/6772542574.html,Architect 3-10 Years' Experience,NEW YORK,"
        
Terrence O'Neal Architect LLC and TONA | ACB Architects seek project manager-level individual for design and construction documents for varied projects for local universities, airport work, and K-12 schools. The ideal candidate will have the following qualifications:

1. Accredited Degree in Architecture: B.Arch or M.Arch from a NAAB-accredited school.
2. 3-10 years' NYC experience minimum
3. Ability to handle all phases from design through construction documents
4. Knowledge of Revit a plus (but not required)

Please send a cover letter specifying how your qualifications match the requirements of this position,
along with a resume and project samples. No calls please.    "
https://newyork.craigslist.org/que/egr/d/estimator-assistant-project-manager/6772648819.html,Estimator / Assistant Project Manager,,"
        
Job Description:

We are looking for a Project Manager/Estimator available to directly work for Construction General Contractor's Office in Corona NY.   We specialize in Commercial and Residential Renovations. 

The Position: Daily Job Duties include: 

Construction Contract Administration & negotiations with valued subcontractors for buyout.  
Preparing and ensuring Construction Schedule is met from Permit through signed Punch list.
Close and Warranty work when applicable.  
Direct support and involvement in the Estimating / Quantity Take-off and the Request For Proposal Process including obtaining and Qualifying rec'd proposals is also part of the job.

This Project Manager position will require Daily Job Awareness, juggling multiple priorities, organized interaction with the Field representatives and Professional updates with our  Special and often Demanding Customers in a very fast paced environment. 


Personal Characteristics:
Develops, maintains and fosters a positive ""can-do"" attitude concerning the job and our company with both customers and fellow employees
Initiates and promotes teamwork concepts.
Develops, improves and maintains communication skills with others.
Develops and understands systems of priorities and time management. 
Utilizes time appropriately.
Develops and initiates improvements to company business methods and practices.
Ability to stay calm during busy hard working stressful periods
For consideration, please send resume of Project Management Experience specifically regarding detailed Commercial Construction, Scheduling and Estimating abilities to us for review and consideration.


*We are an Equal Opportunity Employer

Job Requirements
Skills & Abilities:
Knowledge of Project Management, estimating and Construction Management software (Timberline, On-Screen Take-Off)
Detailed Take-off organization, accuracy and consistency
Knowledge of Labor output and Labor rates and how they vary by job and location.
Knowledge of material costs and variations caused by time constraints
Understand specific and industry-related construction specifications
Ability to cost and price non-standard construction details
Develop and understand job specific comprehensive Scopes of Work to Schedule accordingly
Ability to foster and promote customer relationships.
Strong Letter Writing skill set
Innovative Problem Solving
Excellent Follow Up Skills
 
Qualifications:
Bachelor's Degree (or equivalent) for Construction Science or related field of study
Working knowledge of Microsoft Office products; specifically Outlook, Word and Excel
Proficiency with reading construction plans, specifications and vendor product data information
Familiarity with construction project delivery methods and practices
    "
